algorithm,variant,input_type,n,trial,seed,comparisons,swaps,time_ms,max_depth
QuickSort,random,random,50000,0,185502922377,1104611,221032,5.197156,36
QuickSort,random,random,50000,1,185502922378,1144918,220377,5.534302,39
QuickSort,random,random,50000,2,185502922379,1126936,219605,5.497929,36
QuickSort,random,random,50000,3,185502922380,1113468,220056,5.155092,38
QuickSort,random,random,50000,4,185502922381,1125598,220873,5.175724,37
QuickSort,random,random,50000,5,185502922382,1153039,219301,5.159731,37
QuickSort,random,random,50000,6,185502922383,1126347,219664,5.310137,37
QuickSort,random,random,50000,7,185502922384,1189509,218606,5.471553,37
QuickSort,random,random,50000,8,185502922385,1132657,220499,5.499108,34
QuickSort,random,random,50000,9,185502922386,1162524,218835,5.684554,37
QuickSort,random,random,50000,10,185502922387,1110116,221696,5.452615,38
QuickSort,random,random,50000,11,185502922388,1133027,220169,5.514301,38
QuickSort,random,random,50000,12,185502922389,1131057,220629,9.502036,35
QuickSort,random,random,50000,13,185502922390,1161190,218480,5.255137,40
QuickSort,random,random,50000,14,185502922391,1152960,220055,5.339728,36
QuickSort,random,random,50000,15,185502922392,1172100,219317,5.549310,37
QuickSort,random,random,50000,16,185502922393,1116835,220437,5.317902,37
QuickSort,random,random,50000,17,185502922394,1097030,221475,5.342612,35
QuickSort,random,random,50000,18,185502922395,1115835,220888,5.517456,36
QuickSort,random,random,50000,19,185502922396,1148001,219921,5.598510,36
QuickSort,random,random,50000,20,185502922397,1109972,220069,5.506404,36
QuickSort,random,random,50000,21,185502922398,1099232,221110,5.832183,35
QuickSort,random,random,50000,22,185502922399,1157486,218432,7.412395,37
QuickSort,random,random,50000,23,185502922400,1119521,220014,5.881138,36
QuickSort,random,random,50000,24,185502922401,1155352,219437,6.133088,37
QuickSort,random,random,50000,25,185502922402,1155558,220342,6.886201,41
QuickSort,random,random,50000,26,185502922403,1116264,221422,5.382773,39
QuickSort,random,random,50000,27,185502922404,1094747,222051,5.353955,36
QuickSort,random,random,50000,28,185502922405,1117088,220460,5.060109,37
QuickSort,random,random,50000,29,185502922406,1087182,222185,5.257630,35
