algorithm,variant,input_type,n,trial,seed,comparisons,swaps,time_ms,max_depth
QuickSort,det_med3,nearly_sorted,50000,0,269017026192,957409,66732,1.034101,21
QuickSort,det_med3,nearly_sorted,50000,1,269017026193,902608,66740,0.921912,19
QuickSort,det_med3,nearly_sorted,50000,2,269017026194,903181,66710,1.024773,19
QuickSort,det_med3,nearly_sorted,50000,3,269017026195,902694,66736,1.377773,19
QuickSort,det_med3,nearly_sorted,50000,4,269017026196,909679,66712,0.953500,20
QuickSort,det_med3,nearly_sorted,50000,5,269017026197,931771,66724,1.268068,22
QuickSort,det_med3,nearly_sorted,50000,6,269017026198,895600,66732,2.377048,19
QuickSort,det_med3,nearly_sorted,50000,7,269017026199,902608,66722,1.073504,20
QuickSort,det_med3,nearly_sorted,50000,8,269017026200,891890,66734,1.064648,19
QuickSort,det_med3,nearly_sorted,50000,9,269017026201,895606,66736,0.956005,18
QuickSort,det_med3,nearly_sorted,50000,10,269017026202,907384,66754,1.018291,20
QuickSort,det_med3,nearly_sorted,50000,11,269017026203,901421,66748,0.934044,19
QuickSort,det_med3,nearly_sorted,50000,12,269017026204,931717,66746,0.964120,21
QuickSort,det_med3,nearly_sorted,50000,13,269017026205,945149,66720,0.942029,20
QuickSort,det_med3,nearly_sorted,50000,14,269017026206,911301,66738,0.919016,19
QuickSort,det_med3,nearly_sorted,50000,15,269017026207,899938,66734,0.913074,19
QuickSort,det_med3,nearly_sorted,50000,16,269017026208,904176,66728,0.989387,20
QuickSort,det_med3,nearly_sorted,50000,17,269017026209,923502,66718,0.919056,21
QuickSort,det_med3,nearly_sorted,50000,18,269017026210,896832,66720,0.925678,21
QuickSort,det_med3,nearly_sorted,50000,19,269017026211,896624,66728,0.934746,19
QuickSort,det_med3,nearly_sorted,50000,20,269017026212,912629,66722,1.008653,19
QuickSort,det_med3,nearly_sorted,50000,21,269017026213,939556,66712,0.975161,20
QuickSort,det_med3,nearly_sorted,50000,22,269017026214,912177,66704,0.926350,19
QuickSort,det_med3,nearly_sorted,50000,23,269017026215,897146,66724,0.913576,20
QuickSort,det_med3,nearly_sorted,50000,24,269017026216,893974,66760,0.920339,19
QuickSort,det_med3,nearly_sorted,50000,25,269017026217,892984,66730,0.968429,19
QuickSort,det_med3,nearly_sorted,50000,26,269017026218,904421,66722,0.976363,19
QuickSort,det_med3,nearly_sorted,50000,27,269017026219,906874,66714,0.924527,19
QuickSort,det_med3,nearly_sorted,50000,28,269017026220,899890,66742,0.947038,20
QuickSort,det_med3,nearly_sorted,50000,29,269017026221,897676,66732,0.912424,19
